id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14612784,Suit 5 min to the Englishg. & Ubahn,73713653,Francisco,,Schwabing-Freimann,48.16142,11.58744,Entire home/apt,47,15,0,,,1,362
14620588,Quiet studio in Munich with a balcony (29 m2),2277365,Vladi,,Bogenhausen,48.17005,11.62308,Entire home/apt,40,14,12,2018-10-25,0.29,2,149
14651398,Gemütliches 1-Zimmer-Apartment in zentraler Lage,45353511,Natalie,,Obergiesing,48.10797,11.59126,Entire home/apt,70,1,41,2019-09-24,0.71,1,363
14651423,Gemütliches Zimmer Citynähe (Couch),9763454,Marco,,Maxvorstadt,48.14794,11.5621,Private room,89,1,67,2019-01-15,1.14,1,365
14662950,Stay in a cosy flat and enjoy Oktoberfest!!,91091072,Christos,,Berg am Laim,48.12791,11.64174,Shared room,99,1,1,2017-02-02,0.02,1,365
14666754,Oktoberfest Wohnung 17.9-03.10 für Personal  Paare,91130355,Tina,,Moosach,48.17628,11.51674,Entire home/apt,180,7,0,,,1,88
14669099,Bright 2Room Apartment in Bogenhausen Arabellapark,1661091,Felix,,Bogenhausen,48.15144,11.62403,Entire home/apt,89,30,9,2017-11-30,0.15,1,309
14676661,Room in a nice apartment,67641115,Felipe,,Schwabing-Freimann,48.17714,11.58829,Private room,53,1,41,2019-10-14,1.08,1,364
14687839,2.5-room apartment fore 5 people in Munich,91322707,Sofia,,Ramersdorf-Perlach,48.10073,11.60528,Entire home/apt,65,1,244,2019-11-27,4.19,1,72
14691675,Central single city-apartment Theresienwiese,44784368,Christina,,Ludwigsvorstadt-Isarvorstadt,48.1306,11.5548,Entire home/apt,44,21,12,2019-10-05,0.33,1,0
14706619,Privatzimmer in Gartenwohnung in Schwabing,70923860,Theresa,,Schwabing-Freimann,48.16592,11.59354,Private room,59,2,185,2019-05-04,3.16,2,154
14707944,"Modern, cosy house with pool, esp. for celebrity",1081583,Kerstin,,Tudering-Riem,48.11076,11.67101,Entire home/apt,749,3,5,2016-12-28,0.09,1,18
14717954,"Schöne Maisonette-Wohnung, 30 Min zum Oktoberfest",86012615,Agnieszka,,Ramersdorf-Perlach,48.08505,11.6656,Entire home/apt,200,4,2,2019-10-04,0.06,1,362
14726865,"Nice, sunny, central appartement in Munich",91678611,Ivana,,Neuhausen-Nymphenburg,48.14569,11.53166,Shared room,50,1,0,,,1,42
14728822,Welcome to Munich ❤️❤️,91595585,Hedi+Ahlem,,Moosach,48.18731,11.52811,Private room,29,21,45,2018-10-21,0.78,8,334
14730289,Nice comfortable Room - 6min to HBF,71786634,Melanie,,Obergiesing,48.11225,11.59351,Private room,44,1,11,2019-09-25,0.23,1,365
14738687,Mitten in München,25861337,Alica,,Altstadt-Lehel,48.13688,11.56756,Entire home/apt,87,2,15,2019-04-12,0.26,1,353
14742797,"Quiet Garden apartment near ""Schloss Nymphenburg""",88439281,Dieter,,Neuhausen-Nymphenburg,48.15346,11.50913,Entire home/apt,398,7,4,2019-06-15,0.12,1,1
14744702,"Cuddly, cosmopolitan, and central",13640255,Bettina,,Maxvorstadt,48.15244,11.56776,Entire home/apt,300,2,35,2019-10-04,0.63,1,359
14745315,Cozy Schwabing.,37580663,Cecilia,,Schwabing-West,48.16751,11.5784,Entire home/apt,99,2,6,2019-06-15,0.10,1,17
14756331,Huge Central Room and shared living room!,17726933,Raphaela,,Au-Haidhausen,48.12515,11.59678,Private room,21,10,34,2019-10-06,0.73,2,16
14765013,Quiet room with balcony + breakfast,39437272,Jeannie,,Neuhausen-Nymphenburg,48.16178,11.54184,Private room,64,1,5,2019-05-16,0.10,1,59
14779027,Oktoberfest Aparment BRAND NEW for 4 People,90793770,Klaus,,Allach-Untermenzing,48.20204,11.4607,Entire home/apt,80,30,7,2016-10-06,0.12,2,3
14780216,Room For octoberfest! - 5 min By bike,64339037,Julia,,Sendling,48.12703,11.54148,Private room,146,3,1,2018-09-03,0.03,1,363
14781132,Lovely room in spacious flat/5 min. to Oktoberfest,61842950,Sue,,Ludwigsvorstadt-Isarvorstadt,48.13546,11.55324,Private room,59,1,43,2019-10-30,1.26,3,62
14784082,"Stylisches renoviertes Zimmer mit Küche,Bad,Balkon",92295300,Alexandra,,Feldmoching-Hasenbergl,48.19913,11.55002,Private room,35,2,169,2019-10-28,2.89,2,365
14786011,"Cozy, sunny flat, 10 min to the city center",92318377,Catharina,,Neuhausen-Nymphenburg,48.14591,11.53528,Entire home/apt,50,1,5,2018-09-23,0.09,1,0
14793725,"Eigenes Apartment, Nähe Messe ICM",63391329,Caroline,,Tudering-Riem,48.11229,11.67181,Entire home/apt,65,2,43,2019-10-26,0.75,1,112
14795252,"Chill on the Picnicstyle Bench at a Serene, Sunlit Hideaway",9779403,Christoph,,Ludwigsvorstadt-Isarvorstadt,48.12984,11.5562,Entire home/apt,143,1,276,2021-06-26,4.78,1,207
14795264,Welcome to Munich! Cosy Double Bedroom!,14398525,Juliane,,Obergiesing,48.11824,11.59328,Private room,80,2,11,2019-09-24,0.19,1,269
14795514,Luxury apartment close to Oktoberfest,1087604,,,Obergiesing,48.11221,11.57969,Entire home/apt,180,3,0,,,1,177
14798152,Cozy 56qm  Apartment 15 Min to Citycenter,2312685,Robert,,Milbertshofen-Am Hart,48.21432,11.56649,Entire home/apt,70,60,4,2017-09-23,0.07,1,358
14799094,zentral schönes Zimmer in Maxvorstadt,92443362,Thomas,,Maxvorstadt,48.15337,11.56493,Private room,79,3,2,2018-10-01,0.05,1,179
14799223,Cozy room,92444624,Stephanie,,Schwabing-West,48.16356,11.57506,Private room,65,1,100,2019-12-12,1.72,1,242
14805598,"Modern, Central, Best Connected",8490692,Stefan,,Berg am Laim,48.13234,11.62189,Entire home/apt,80,3,40,2019-09-29,0.72,1,78
14811133,Cosy Room in central Munich,13177333,Sabrina,,Obergiesing,48.11234,11.57669,Private room,44,5,7,2019-06-23,0.12,1,364
14818741,quiet double room,92631149,Elisa,,Sendling-Westpark,48.11545,11.50383,Private room,49,2,42,2017-12-31,0.73,3,348
14819182,Cozy City Flat in Relaxed Neighborhood,27486122,Andreas,,Schwabing-Freimann,48.17885,11.59869,Entire home/apt,96,6,1,2016-09-19,0.02,1,87
14823179,Live in the city,51557252,One,,Ludwigsvorstadt-Isarvorstadt,48.12659,11.55318,Entire home/apt,116,1,174,2020-03-10,3.15,20,28
14829017,Exklusives LOFT SUPERIOR Apartment in München,2266917,Verena,,Sendling-Westpark,48.11916,11.52565,Entire home/apt,82,30,1,2016-10-06,0.02,23,364
14831622,Central & Quiet Room,92631149,Elisa,,Sendling-Westpark,48.11399,11.50488,Private room,49,2,47,2018-09-30,0.81,3,121
14832459,Cozy 2 room apartment,52521651,Martin,,Schwanthalerhöhe,48.13725,11.53776,Entire home/apt,65,3,47,2018-03-12,0.82,2,0
14833212,Bright 2-room apartment,52521651,Martin,,Schwanthalerhöhe,48.13653,11.54062,Entire home/apt,73,6,41,2016-12-14,0.70,2,5
14835692,Zwei Zimmer direkt an der Isar,17367481,Hella,,Au-Haidhausen,48.12808,11.58651,Entire home/apt,140,3,34,2019-12-12,0.58,1,41
14847337,Große Schlafcouch in Wohnzimmer,92931470,Marcel,,Moosach,48.17943,11.52594,Private room,30,1,56,2017-06-28,0.98,1,359
14849415,Großzügig wohnen über den Dächern von Schwabing,3377500,Tanja,,Schwabing-West,48.15722,11.57347,Entire home/apt,110,3,21,2019-12-29,0.38,1,157
14854434,Top friendly cozy luxury room long terms available,3310268,Lalo,,Schwabing-Freimann,48.17926,11.5964,Private room,50,1,64,2020-06-30,1.25,3,350
14855217,Apartment super central,92771729,Tobias,,Altstadt-Lehel,48.13509,11.57111,Entire home/apt,186,3,71,2020-01-07,1.32,1,144
14855315,Beautifull small room near the City Center.,82455206,Babi,,Laim,48.13966,11.51069,Private room,29,3,73,2019-10-06,1.26,2,87
14876816,Private Room in the Center. 11 min to Oktoberfest,28209999,F Martin,,Schwabing-West,48.16105,11.57069,Private room,70,2,9,2018-09-26,0.15,1,90
14879312,Beautiful room in old storic house,93282044,Amir,,Sendling,48.12117,11.54425,Private room,257,2,0,,,1,365
14882278,Central Munich / Close to WestIn-Grand Hotel,999680,Mario,,Bogenhausen,48.15305,11.63045,Private room,69,1,8,2019-11-17,0.22,1,364
14890325,SCHÖNE RUHIGE WOHNUNG IN SCHWABING,6372402,Michael,,Schwabing-West,48.17429,11.5776,Entire home/apt,70,4,13,2016-11-03,0.29,1,5
14890536,Munich Guestroom near Oktoberfest,9656684,Daniel,,Laim,48.13888,11.51405,Private room,75,2,41,2019-06-05,0.90,1,89
14894264,"Schöne, große Wohnung am Isarhochufer 95qm",93460946,Etienne,,Untergiesing-Harlaching,48.07349,11.54818,Entire home/apt,90,4,21,2019-01-01,0.36,1,12
14899873,Modern house with private Barista,93534454,Robin,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08674,11.50641,Private room,70,1,13,2019-09-30,0.23,1,180
14908119,Ruhige Wohnung in zentraler Lage,19717239,Simone,,Obergiesing,48.11631,11.58285,Entire home/apt,125,3,3,2016-12-02,0.05,1,362
14910566,Munich cozy room 10min from Center!,93640893,Gazda,,Schwanthalerhöhe,48.13716,11.54518,Private room,53,1,164,2020-09-30,2.90,2,316
14913826,Stay in the heart of Munich!,49186803,Bastian,,Maxvorstadt,48.14544,11.57616,Entire home/apt,1127,2,10,2018-09-30,0.17,1,0
14924307,Comfortable room in Munich for Oktoberfest,25379425,Katharina,,Ramersdorf-Perlach,48.11841,11.60765,Private room,150,3,6,2018-09-30,0.13,1,89
14925457,lovely flat for 2-5 in the center,1047422,Bianca,,Schwabing-West,48.16187,11.56961,Entire home/apt,254,2,92,2020-01-01,1.63,1,157
14926319,Centrally located design studio with roof terrace,93797580,Liz & Phil,,Bogenhausen,48.1407,11.60852,Entire home/apt,125,2,46,2019-09-24,1.19,1,303
14928618,"Quiet, bright & cozy: Roof-terrace-flat for in MUC",93135196,Nicola,,Untergiesing-Harlaching,48.11983,11.57257,Entire home/apt,86,3,26,2019-10-05,0.45,1,27
14944257,Flat for City or Businesstrip (3pax),94025751,Christoph,,Aubing-Lochhausen-Langwied,48.15131,11.4237,Entire home/apt,109,3,4,2016-10-03,0.12,1,268
14955973,"Generous, central, 1 - room apartment,",3545798,ALICA Lathe,,Schwabing-Freimann,48.16421,11.58964,Entire home/apt,150,1,33,2018-10-01,0.57,1,365
14958067,Appartment im Schönen Nymphenburg,94169448,Julian,,Neuhausen-Nymphenburg,48.16083,11.52216,Shared room,180,1,0,,,1,364
14962984,Zimmer während des Oktoberfest,44782687,Alessandro,,Obergiesing,48.10751,11.5894,Private room,55,1,8,2016-09-30,0.23,1,90
14963814,"Very quiet, charming place to rest",43198896,Thomas,,Allach-Untermenzing,48.18469,11.47306,Entire home/apt,85,2,38,2020-09-24,0.66,1,122
14970140,Zentrale & ruhige 2-Zimmer Wohnung,63325446,Patrick,,Maxvorstadt,48.14652,11.57033,Entire home/apt,200,1,11,2019-04-14,0.24,1,361
14976237,"Cosy Flat, Central , Balcony, 24x7 Citylines",12448910,Solmove GmbH,,Laim,48.14312,11.49618,Entire home/apt,175,3,0,,,1,180
14988567,"Central, nice and clean room in Munich!",1192227,Martin,,Ludwigsvorstadt-Isarvorstadt,48.13157,11.56492,Private room,76,5,13,2019-10-06,0.26,1,87
14992014,Appartement in stilvoller Villa und perfekter Lage,67095323,Beate,,Pasing-Obermenzing,48.15088,11.4636,Private room,98,1,165,2019-12-29,2.84,1,278
14997813,Private Room near Centre-Josephsplatz,8811933,Matthias,,Maxvorstadt,48.15168,11.56963,Private room,79,1,1,2019-10-07,0.05,2,365
15003485,"charming Apartment, 10 minutes to the Oktoberfest",31098202,Christina,,Laim,48.13776,11.51779,Private room,130,1,8,2019-09-30,0.18,1,344
15004772,Gemütliches Haus München Nord,94655936,Petra,,Milbertshofen-Am Hart,48.20474,11.58328,Entire home/apt,250,10,15,2019-10-06,0.28,1,3
15005315,20 min zur Messe/ Innenstadt,94660178,Kathrin,,Bogenhausen,48.14274,11.62856,Private room,76,1,25,2019-10-01,0.43,1,21
15006834,Cosy 2-rooms-flat in the city center (Oktoberfest),94680913,Jan,,Altstadt-Lehel,48.13307,11.56743,Entire home/apt,114,2,84,2019-10-03,1.46,2,170
15012202,Couch in Trudering,31680949,Veda,,Tudering-Riem,48.11784,11.69256,Shared room,30,2,19,2020-01-29,0.33,1,88
15017663,Cozy & Stylish Apartment in Schwabing!,227589395,Johanna,,Schwabing-West,48.16101,11.57205,Entire home/apt,86,2,227,2021-03-23,3.94,6,292
15019568,Living in the center,51557252,One,,Ludwigsvorstadt-Isarvorstadt,48.12668,11.55323,Entire home/apt,112,1,262,2021-04-16,4.57,20,64
15021863,Large room in City Center,4418182,Laurent,,Ludwigsvorstadt-Isarvorstadt,48.13066,11.57513,Private room,95,1,19,2019-10-06,0.33,1,362
15025839,ICM Trade Fair or Downtown in Minutes!,90060653,Alexis,,Ramersdorf-Perlach,48.11224,11.62912,Entire home/apt,76,3,139,2020-02-16,2.49,1,0
15031861,Schwabing Neubau-Appartement zentrale Lage,94926735,Patrick,,Schwabing-West,48.1628,11.55388,Entire home/apt,95,2,9,2018-09-29,0.16,1,89
15033248,Big bright room in the city center,62220478,Hetty,,Ludwigsvorstadt-Isarvorstadt,48.13604,11.55776,Private room,45,3,32,2019-12-01,0.55,1,241
15040971,The Loft: italian style. From April '19 with Wifi,1153551,Margherita,,Au-Haidhausen,48.12974,11.59497,Entire home/apt,183,3,22,2019-12-19,0.45,1,109
15044847,Helles Zimmer im Glockenbachviertel,4042492,Caroline,,Ludwigsvorstadt-Isarvorstadt,48.1272,11.56975,Private room,90,2,0,,,1,365
15045110,"Very central, welcoming apartment",37411935,Laura,,Schwabing-West,48.16332,11.56793,Private room,28,3,85,2020-01-12,1.47,1,310
15045264,Room for the Oktoberfest | Zentral!!!,95070637,Noemi,,Sendling,48.11763,11.54445,Private room,159,2,13,2019-10-06,0.39,1,365
15046242,In Laim at the top - 20 minutes to the Wiesn,21346576,Micha,,Laim,48.13174,11.49991,Private room,40,1,18,2018-05-18,0.46,1,179
15048367,Zentral & Ruhig mit Pool! 10 Min zur Innenstadt,95099354,Dani,,Schwabing-West,48.16393,11.56451,Entire home/apt,124,2,22,2019-10-04,0.52,1,0
15057344,"Modern, cozy house airport and ""Messe Munich"" con.",39841673,Lorena,,Bogenhausen,48.14934,11.64006,Private room,179,2,14,2018-10-06,0.24,2,69
15063664,Wohnung für Wochenenden Oktoberfest,84240478,Johann,,Au-Haidhausen,48.1321,11.61083,Entire home/apt,500,1,0,,,1,365
15064938,Im Herzen Münchens,94921376,Katharina,,Maxvorstadt,48.15034,11.56807,Private room,100,1,0,,,1,363
15067809,"Nice and quiet room, close to center",21869957,Torben,,Au-Haidhausen,48.12585,11.57902,Private room,120,1,4,2019-09-29,0.12,1,364
15075840,3 rooms near underground station in Munich,23457435,Liubov,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09739,11.4966,Entire home/apt,200,4,3,2016-09-18,0.05,1,63
15083785,Hello Munich**,91595585,Hedi+Ahlem,,Milbertshofen-Am Hart,48.1962,11.5781,Private room,32,1,80,2020-06-19,1.38,8,363
15084251,Tolles Apartment in München,69549605,Petra,,Schwabing-Freimann,48.17149,11.5829,Entire home/apt,100,5,5,2019-01-27,0.09,1,365
15098155,"2 Zimmer; 2 Doppelbetten, 9 min zu Fuß zur Wiesn",95592079,Marcelo,,Sendling,48.1232,11.53836,Shared room,300,3,9,2018-07-22,0.42,1,364
15099347,Wohnung gegenüber MESSE,30157026,Sandra,,Tudering-Riem,48.13126,11.69955,Entire home/apt,130,1,8,2018-11-15,0.14,1,365
15103745,"★ Moderne, helle Wohnung am Friedensengel",60263201,Simone,,Au-Haidhausen,48.13943,11.60171,Entire home/apt,289,3,5,2018-09-29,0.11,1,279
15119715,Cozy private room next to the subway station,88383341,Raphael,,Feldmoching-Hasenbergl,48.21451,11.54409,Private room,100,1,14,2017-10-01,0.24,1,180
15119858,15min to the Wiesn (Oktoberfest),95821949,Mathias,,Neuhausen-Nymphenburg,48.16165,11.53983,Private room,300,2,9,2017-09-17,0.20,1,364
15122997,Oktoberfestunterkunft für zwei Personen,95851283,Pedro,,Schwabing-Freimann,48.17338,11.58502,Private room,55,2,6,2017-09-25,0.10,1,8
15126194,Oktoberfest Apartment-in front of event but quiet!,93640893,Gazda,,Schwanthalerhöhe,48.13543,11.54661,Shared room,80,1,5,2019-09-29,0.09,2,365
15136531,Privatzimmer in 2-Zimmerwohnung,95980333,S.,,Untergiesing-Harlaching,48.1083,11.57474,Private room,31,2,19,2018-07-22,0.33,1,76
15137608,Comfy room in walking distance to Oktoberfest,95989415,Johannes,,Schwanthalerhöhe,48.13792,11.53307,Private room,108,2,0,,,1,89
15140244,Cuorlieto1.     €35  Booking from 30 Days upwards,63222678,Nicola,,Laim,48.13923,11.51936,Private room,35,60,16,2018-08-05,0.30,2,302
15144006,"Top 3 Zi. Wohnung, 2 Bäder, Terrasse, Hirschgarten",66157630,Alex,,Neuhausen-Nymphenburg,48.15489,11.53792,Entire home/apt,60,7,20,2019-10-05,0.36,2,0
15152410,Modern living in the center,51557252,One,,Ludwigsvorstadt-Isarvorstadt,48.12659,11.55318,Entire home/apt,97,1,180,2021-05-28,3.10,20,45
15155087,Schlafgalerie mit 2 Plätzen in Dachgeschosswohnung,4310718,Christine,,Au-Haidhausen,48.12674,11.601,Shared room,45,3,4,2016-09-22,0.07,2,178
15155134,"Cozy, nicely decorated apartment, close to centre",96143071,Maximilian,,Milbertshofen-Am Hart,48.18045,11.57179,Entire home/apt,139,2,3,2016-10-20,0.05,1,40
15160695,Pretty 3 Room Apartment in central Munich,19494999,Robert,,Sendling,48.12114,11.54963,Entire home/apt,300,30,1,2016-09-27,0.02,1,90
15164048,Beautiful and cozy room close to Oktoberfest,37075152,Victoria,,Sendling-Westpark,48.11523,11.52816,Private room,80,1,2,2017-10-04,0.03,1,89
15173207,Bright and calm room with own bathroom,96294841,Amra & Nijaz,,Bogenhausen,48.16339,11.62649,Private room,54,1,24,2019-09-30,0.45,1,86
15185318,Move in and Enjoy!,51557252,One,,Ludwigsvorstadt-Isarvorstadt,48.12659,11.55318,Entire home/apt,98,1,180,2020-07-19,3.19,20,47
15192381,Gästezimmer im Dachgeschoss nahe Olympiapark BMW,33725537,Julian,,Schwabing-West,48.1725,11.56608,Private room,99,1,12,2019-09-29,0.22,2,364
15218507,37 qm Centrally located apartment,81593724,Gonzalo,,Schwabing-West,48.16997,11.56409,Entire home/apt,100,4,0,,,1,89
15245010,Sunny City Loft with 2 terases,96937247,Rudolf,,Maxvorstadt,48.14438,11.56033,Entire home/apt,139,2,186,2021-01-12,3.22,1,64
15248750,"Spacious, charming studio near the english garden.",96968755,Bärbel,,Bogenhausen,48.15282,11.60724,Entire home/apt,98,3,77,2019-11-10,1.36,1,155
15260579,nice and modern apartment with balcony in Munich,2266917,Verena,,Sendling-Westpark,48.11781,11.52423,Entire home/apt,95,30,0,,,23,365
15268601,Zimmer mit Ausblick Olympiaturm in Nord-Schwabing,33508868,Gertraud,,Schwabing-West,48.17197,11.56664,Private room,45,2,104,2019-10-14,1.86,1,27
15276864,Cozy Room in Munich - 20min from centre,7005715,Jennifer,,Sendling-Westpark,48.11254,11.50449,Private room,50,3,14,2018-09-21,0.41,1,0
15277061,Bright Munich Oktoberfest Jewel!,10508226,Thomas,,Maxvorstadt,48.14382,11.56201,Private room,90,100,2,2018-10-09,0.03,1,91
15285548,Cozy room & private bathroom - near Octoberfest,20179969,Elena,,Neuhausen-Nymphenburg,48.15801,11.54247,Private room,80,2,5,2016-10-31,0.09,1,179
15338455,"Im Herzen Münchens, 265 qm, elegante Altbauwohnung",97786959,Dominik,,Schwabing-West,48.15909,11.57647,Entire home/apt,250,90,4,2018-04-21,0.07,1,358
15365309,Schöne Neubauwohnung  New luxurious munich appart.,44406531,Patrick,,Laim,48.13952,11.51363,Entire home/apt,170,2,32,2019-09-16,0.56,1,329
15367621,Tolle Wohnung in Wohngebiet zum günstigen Preis,98146820,Tom,,Pasing-Obermenzing,48.15948,11.44692,Private room,450,1,1,2016-10-06,0.02,1,365
15389854,Über den Dächern von München -  Oktoberfestnähe,13297919,Piroska,,Neuhausen-Nymphenburg,48.14847,11.5413,Entire home/apt,199,2,32,2019-10-06,0.58,1,79
15431621,Apartment near Inner-City 1 Bett und Sofa,98930309,Anna,,Au-Haidhausen,48.13648,11.60463,Private room,60,30,4,2017-05-14,0.07,1,88
15433816,※ Bright Room ※ 15 sqm ※ 2 Guests Private Bedroom※,7901771,Thomas,,Sendling-Westpark,48.11569,11.53101,Private room,99,18,6,2016-10-23,0.11,14,0
15441761,Munich Home with good public transportation.,10283296,Sebastian,,Berg am Laim,48.12063,11.63576,Private room,65,1,0,,,1,0
15446694,Beautiful kind of loft close to Oktoberfest,41482289,Monika,,Schwanthalerhöhe,48.13779,11.5448,Entire home/apt,150,1,16,2017-07-22,0.28,2,1
15458476,Übernachtung in der Salzgrotte,99180821,Laszlo,,Schwabing-West,48.16094,11.5578,Entire home/apt,155,1,8,2019-05-15,0.17,1,364
15513774,Тhe historic center of Munich 1 Apart for 3 people,81821592,Elvira,,Au-Haidhausen,48.13989,11.60012,Entire home/apt,57,3,56,2020-01-01,1.03,1,78
15520511,"Quiet essential room, best location, 10.5 sqm",439886,Dassia,,Ramersdorf-Perlach,48.12235,11.60078,Private room,45,2,16,2020-01-27,0.31,1,364
15539704,Cozy stylish apartment near center,65813470,Angelika,,Bogenhausen,48.15099,11.60669,Entire home/apt,98,3,14,2019-08-09,0.28,3,360
15540087,Spacious Room in Design Apartment close to Center,2391122,Eliot,,Sendling-Westpark,48.10771,11.50743,Private room,59,3,28,2018-08-30,0.50,1,365
15560295,City Apartment Munich (65m²),4464997,Kyle,,Schwabing-West,48.15757,11.56073,Entire home/apt,118,2,54,2019-08-04,0.98,2,48
15653602,Zimmer mit Atmosphäre - erholendes Auftanken!,15963532,Sabine,,Schwabing-West,48.16257,11.57892,Private room,26,3,26,2017-10-02,0.51,3,31
15653885,"Cozy Flat with Balcony, ~10 mins into City Centre",101030667,Nicole,,Obergiesing,48.1181,11.58008,Entire home/apt,244,2,20,2017-05-28,0.36,1,0
15655029,✸ Zentral ✸ Aussicht über München ✸ Pool ✸ Netflix,24069377,Markus,,Laim,48.1369292950462,11.520647996351588,Entire home/apt,61,1,0,,,1,7
15655566,Zimmer im Grünen  15 Min. zum Marienplatz,101048107,Matthias,,Bogenhausen,48.16705,11.64657,Private room,35,5,91,2019-07-19,1.63,1,348
15670360,Loft apartment with balcony near to train station,2266917,Verena,,Sendling-Westpark,48.11742,11.52623,Entire home/apt,84,30,0,,,23,364
15670610,115 m² apartment with 3 bedrooms and 2 bathrooms,2266917,Verena,,Sendling-Westpark,48.11791,11.52443,Entire home/apt,165,30,0,,,23,122
15677927,Gästezimmer in München für Geschäftsreisende,3567244,Carsten,,Feldmoching-Hasenbergl,48.21122,11.56056,Entire home/apt,850,1,1,2016-10-27,0.02,1,90
15728469,Schwabing / Spacious Modern Apartment with a view,21275564,Raphael,,Schwabing-West,48.17587,11.58151,Entire home/apt,80,3,5,2018-07-22,0.12,1,73
15763781,"Bright Maisonette Apt, Perfect Base to Explore!",101926007,Zeno,,Maxvorstadt,48.15232,11.5798,Entire home/apt,172,2,15,2018-07-03,0.27,1,0
15794305,Fully furnished 1 room apartment with balcony,44987181,Daniel,,Moosach,48.18442,11.53336,Entire home/apt,55,7,1,2020-07-28,0.09,1,0
15802461,Cozy Duplex flat close to city center,35227918,Thomas,,Ludwigsvorstadt-Isarvorstadt,48.12485,11.56192,Entire home/apt,180,5,2,2018-08-21,0.04,1,351
15804778,"Cozy accommodation, close to the city center!",102272861,Leon,,Obergiesing,48.11222,11.57915,Private room,39,30,199,2019-09-15,3.53,2,0
15837131,Helles Zimmer mit Balkon für 1 bis 6 Monate,102564377,Selamawit,,Feldmoching-Hasenbergl,48.21233,11.54381,Private room,27,30,0,,,1,365
15857527,"★★Nice ""Miniflat"" in good&central location  ★★",25650678,Johannes,,Schwabing-West,48.169492981848485,11.580618272664173,Entire home/apt,49,2,192,2020-03-08,3.40,1,28
15870799,Wohnung im Zentrum Münchens,102886397,Ingrid,,Altstadt-Lehel,48.13662,11.57769,Entire home/apt,191,7,14,2019-09-29,0.35,1,26
15902770,"Big, spacious,  bright room - City Centre",26750726,Friedrich,,Au-Haidhausen,48.136,11.60981,Private room,23,5,265,2020-09-21,4.75,1,33
15912002,Geräumiges Zimmer in edlem Ambiente sucht Frau,9550897,Martina,,Bogenhausen,48.15023,11.62675,Private room,40,21,7,2018-12-15,0.13,1,364
15927583,"Hochwertige 1,5 Zimmer mit grossem Balkon",2734846,Stefan,,Bogenhausen,48.1404,11.61945,Entire home/apt,75,30,8,2017-06-22,0.38,4,323
15934575,Gemütliche Wohnung in Alt-Bogenhausen mit Balkon,9581665,Marco,,Bogenhausen,48.14084,11.60756,Entire home/apt,110,2,1,2017-01-16,0.02,1,151
15960878,Gartenwohnung in München Nymphenburg,103644523,Erich,,Neuhausen-Nymphenburg,48.16323,11.51448,Entire home/apt,150,10,1,2018-05-19,0.03,1,87
15968053,Schwabing – top-möbliert Wohnen auf Zeit,17672906,Michaela,,Schwabing-West,48.17133,11.56648,Private room,48,2,4,2019-09-30,0.07,1,335
15975146,"Traumblick über München, 85qm Dachterrasse",103781449,Patricia,,Schwanthalerhöhe,48.13036,11.54308,Entire home/apt,1500,3,0,,,1,365
15982778,Quite Home away from home in the center of Munich,8789576,Patrick & Amelie,,Maxvorstadt,48.15356,11.56352,Entire home/apt,457,1,28,2019-10-06,0.50,1,365
16001061,2 rooms in luxury apartment in the city center,38275622,Sandra,,Altstadt-Lehel,48.1397,11.59261,Private room,79,5,3,2018-08-09,0.09,2,153
16024190,Exklusive 2-Zimmer-Altbauwohnung beim Leonrodplatz,104229720,Carola,,Neuhausen-Nymphenburg,48.15881,11.54729,Entire home/apt,72,100,3,2019-06-30,0.06,4,302
16061120,"einfache Wohnung, Zwischenmiete vom 16.5.-31.7.",9920710,Britta,,Sendling,48.10698,11.54525,Private room,55,80,0,,,1,211
16099193,"Spacious, bright room in the south of Munich",4863462,Kornelius,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08902,11.51665,Private room,59,3,2,2020-02-15,0.05,1,90
16104813,Top Appartment in Top Location,4287214,Henry,,Ludwigsvorstadt-Isarvorstadt,48.12882,11.57143,Entire home/apt,189,40,5,2017-01-26,0.09,1,91
16105413,Tranquility and peace in the city - It's possible!,104876887,Florian,,Sendling,48.12537,11.54081,Entire home/apt,150,2,1,2016-12-30,0.02,1,40
16110878,Modernes Apartment in Bogenhausen,38949582,Irina,,Bogenhausen,48.13825,11.61857,Entire home/apt,67,7,5,2019-11-15,0.09,1,333
16118332,3 Room Flat near English Garden,17348364,Christoph,,Bogenhausen,48.15186,11.60496,Entire home/apt,100,2,1,2017-01-01,0.02,1,55
16121919,Erlebe München und Umgebung,105131836,Elisabeth,,Tudering-Riem,48.11971,11.66458,Entire home/apt,49,3,78,2019-09-15,1.50,1,9
16142513,"You are welcome, clean and calm",58284119,Hardi Aziz,,Schwabing-Freimann,48.19643,11.61542,Private room,35,7,71,2019-07-19,1.55,3,18
16152054,EXCLUSIVE CITY DESIGN FLAT WITH TERRACE,105416808,Markus,,Bogenhausen,48.13938,11.61582,Entire home/apt,160,2,177,2021-02-11,3.22,1,9
16185624,Cozy bright room in Munich,8414060,Nici,,Ramersdorf-Perlach,48.08555,11.63977,Private room,85,2,1,2019-03-14,0.04,1,88
